ObjectId,Country,ISO2,ISO3,Indicator,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Unit,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021
829,Liberia,LR,LBR,Expenditure on environment protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GEN_G14,Environmental Protection Expenditures,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection [2014 Manual]",Percent of GDP,,,,,,,,,,,0.0102532485405049,0.026188880164606,0.00624437076906116,0.0736778723303962,,,,,0.285271059242494,,,,,,,,
830,Lithuania,LT,LTU,Expenditure on biodiversity & landscape protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENB_G14,Expenditure on Biodiversity & Landscape Protection,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Protection of Biodiversity and Landscape [2014 Manual]",Domestic Currency,,,,,,0,0,0,0,5489000,10027000,14556000,9648000,16487000,14500000,11638000,14242000,19827000,21522000,23675000,14970000,8048000,14678000,24546000,23325000,17871000,
831,Lithuania,LT,LTU,Expenditure on biodiversity & landscape protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENB_G14,Expenditure on Biodiversity & Landscape Protection,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Protection of Biodiversity and Landscape [2014 Manual]",Percent of GDP,,,,,,0,0,0,0,0.0301267309560531,0.0477931363203051,0.0605156049273904,0.0332560071420447,0.0504807103490508,0.0539091574928152,0.0415140240922597,0.0454766071040834,0.0593441523846011,0.0614219340403429,0.0647188590892068,0.0400849361506144,0.0206943190905608,0.0347192162038778,0.0539579257435537,0.0477887093667919,0.0365238290854021,
832,Lithuania,LT,LTU,Expenditure on environment protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GEN_G14,Environmental Protection Expenditures,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection [2014 Manual]",Domestic Currency,10733000,12601000,16953000,22800000,11994000,14024000,12944000,15823000,18117000,76505000,122716000,181624000,255306000,274652000,318908000,375459000,237781000,285377000,187025000,222606000,229540000,206835000,206318000,223043000,257898000,265950000,
833,Lithuania,LT,LTU,Expenditure on environment protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GEN_G14,Environmental Protection Expenditures,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection [2014 Manual]",Percent of GDP,0.138360783702557,0.129757393525002,0.144620555517641,0.17510310347211,0.0943621858920901,0.105037673951795,0.0913028144177188,0.104219359258088,0.108811464333119,0.419902632864427,0.584918970448046,0.7550897382064,0.88002261187882,0.84094304960196,1.18565942053233,1.33930348613643,0.759266473375653,0.8541613040329,0.533753239192228,0.608524027303568,0.614635687642754,0.531847600533815,0.488022840220171,0.490301378294608,0.528386390922911,0.543534908245912,
834,Lithuania,LT,LTU,Expenditure on environmental protection n.e.c.,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENO_G14,Expenditure on Environmental Protection Not Elsewhere Classified,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Environmental Protection Not Elsewhere Classified [2014 Manual]",Domestic Currency,,,,,,14024000,12944000,15823000,18117000,18896000,21152000,32452000,37278000,38279000,40046000,47767000,41829000,38292000,45120000,45566000,53468000,42874000,48520000,45797000,63387000,56651000,
835,Lithuania,LT,LTU,Expenditure on environmental protection n.e.c.,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENO_G14,Expenditure on Environmental Protection Not Elsewhere Classified,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Environmental Protection Not Elsewhere Classified [2014 Manual]",Percent of GDP,,,,,,0.105037673951795,0.0913028144177188,0.104219359258088,0.108811464333119,0.10371191622255,0.100819828408008,0.13491703841053,0.128494758938758,0.117204531537048,0.148885939376364,0.17039013480108,0.13356558057553,0.114611705407331,0.128768593248781,0.124560909535746,0.143170431937278,0.110244562212811,0.114768794809385,0.100672660526258,0.129868506779543,0.115780395138331,
836,Lithuania,LT,LTU,Expenditure on environmental protection R&D,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENR_G14,Expenditure on Environmental Protection R&D,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, R&D Environmental Protection [2014 Manual]",Domestic Currency,,,,,,0,0,0,0,1599000,2858000,3325000,7259000,6708000,3056000,918000,149000,95000,275000,2480000,2583000,88000,88000,62000,78000,78000,
837,Lithuania,LT,LTU,Expenditure on environmental protection R&D,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENR_G14,Expenditure on Environmental Protection R&D,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, R&D Environmental Protection [2014 Manual]",Percent of GDP,,,,,,0,0,0,0,0.00877621475655472,0.0136224976167779,0.0138234670502592,0.0250212848097121,0.020538885486834,0.0113618196757271,0.00327460681532002,0.000475776889377084,0.000284344302039497,0.000784826310802635,0.00677942008621892,0.00691645892298176,0.000226279831010108,0.000208154450602347,0.00013629069486272,0.000159807902705671,0.000159412381437041,
838,Lithuania,LT,LTU,Expenditure on pollution abatement,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENP_G14,Expenditure on Pollution Abatement,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Pollution Abatement [2014 Manual]",Domestic Currency,,,,,,0,0,0,0,9659000,8776000,8754000,9023000,8968000,7373000,10903000,-36692000,9001000,22393000,28686000,16826000,7840000,55945000,48296000,54771000,67729000,
839,Lithuania,LT,LTU,Expenditure on pollution abatement,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENP_G14,Expenditure on Pollution Abatement,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Pollution Abatement [2014 Manual]",Percent of GDP,,,,,,0,0,0,0,0.0530140452367492,0.0418303145853194,0.0363941746039005,0.0311016741752352,0.0274586650336803,0.0274118771168639,0.0388921983741113,-0.117162453859221,0.0269408743437633,0.0639076930101942,0.0784171147553531,0.0450547184816458,0.0201594758536278,0.132331826578958,0.106166054824031,0.112215879988363,0.138421040799351,
840,Lithuania,LT,LTU,Expenditure on waste management,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENM_G14,Expenditure on Waste Management,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Waste Management [2014 Manual]",Domestic Currency,,,,,,0,0,0,0,25305000,38961000,53875000,84506000,99053000,100486000,114232000,80129000,77471000,75756000,117103000,136942000,146189000,84351000,100080000,111445000,117008000,
841,Lithuania,LT,LTU,Expenditure on waste management,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENM_G14,Expenditure on Waste Management,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Waste Management [2014 Manual]",Percent of GDP,,,,,,0,0,0,0,0.138888126588253,0.185705433746425,0.223981740551193,0.291286498709124,0.303285364360074,0.37359417929814,0.407478089027927,0.255862593079841,0.231878288666335,0.216201098186052,0.320117109014715,0.366687463349194,0.375904797903826,0.199523137076802,0.219999560352597,0.228330663038891,0.239134922143402,
842,Lithuania,LT,LTU,Expenditure on waste water management,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENW_G14,Expenditure on Waste Water Management,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Waste Water Management [2014 Manual]",Domestic Currency,,,,,,0,0,0,0,15556000,40941000,68663000,107591000,105157000,153447000,190002000,138124000,140690000,21959000,5096000,4751000,1797000,2736000,4261000,4891000,6614000,
843,Lithuania,LT,LTU,Expenditure on waste water management,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENW_G14,Expenditure on Waste Water Management,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Waste Water Management [2014 Manual]",Percent of GDP,,,,,,0,0,0,0,0.0853801105396906,0.195142993326978,0.285461870096827,0.370858941171199,0.321974892835273,0.570496447572415,0.67775800013555,0.441048369586042,0.421098945830914,0.0626690943960548,0.0139306148223273,0.01272167880104,0.00462073700369505,0.0064717111005457,0.00936668791629113,0.0100207750273517,0.0135173524464691,
844,Luxembourg,LU,LUX,Expenditure on biodiversity & landscape protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENB_G14,Expenditure on Biodiversity & Landscape Protection,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Protection of Biodiversity and Landscape [2014 Manual]",Domestic Currency,11924000,17017000,16772000,20777000,17323000,18047000,18652000,19548000,20886000,21129000,24395000,24381000,27484000,40036000,38481000,38317000,39636000,42118000,52384000,53896000,50949000,53596000,55142000,57837000,66880000,68892000,
845,Luxembourg,LU,LUX,Expenditure on biodiversity & landscape protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENB_G14,Expenditure on Biodiversity & Landscape Protection,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Protection of Biodiversity and Landscape [2014 Manual]",Percent of GDP,0.0790712547639549,0.107940302452523,0.1023429403826,0.11954412135201,0.087279602613826,0.0781949348989363,0.0784623862627724,0.0778972368557379,0.0797546949342824,0.0756349447835192,0.0812329966800862,0.0721152139704925,0.0739238490752795,0.105002544022073,0.104068800454343,0.0953685866324189,0.0918250329551694,0.0954794716188982,0.112654974784675,0.108171899711788,0.0978552098598501,0.0976831330922664,0.0970565509035577,0.0963097658572164,0.105295640181119,0.107403769702072,
846,Luxembourg,LU,LUX,Expenditure on environment protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GEN_G14,Environmental Protection Expenditures,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection [2014 Manual]",Domestic Currency,147747000,166369000,154571000,167237000,174718000,173912000,208462000,198733000,213644000,207129000,242259000,237365000,266418000,296338000,342169000,336803000,340513000,360779000,388515000,404374000,422452000,399719000,474873000,531449000,554772000,677425000,
847,Luxembourg,LU,LUX,Expenditure on environment protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GEN_G14,Environmental Protection Expenditures,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection [2014 Manual]",Percent of GDP,0.979750140691886,1.05529295285443,0.943194051864947,0.96222747377129,0.880293113749492,0.753534521978379,0.876926118652695,0.791935316761375,0.815814997823414,0.741454421793059,0.806699099927075,0.702088829994913,0.71658579620644,0.777206611310145,0.925368815328655,0.838281339446162,0.788869145389635,0.81786856667445,0.83552511317326,0.811598333346714,0.811382541673309,0.728520864924764,0.835833584150469,0.884965139185154,0.87343111385406,1.0561168015216,
848,Luxembourg,LU,LUX,Expenditure on environmental protection n.e.c.,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENO_G14,Expenditure on Environmental Protection Not Elsewhere Classified,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Environmental Protection Not Elsewhere Classified [2014 Manual]",Domestic Currency,4223000,6761000,7077000,6766000,7651000,8448000,9276000,9405000,9973000,10472000,13447000,10780000,10806000,10458000,11154000,14839000,12955000,13230000,15441000,15399000,16265000,18004000,21000000,20570000,30742000,35712000,
849,Luxembourg,LU,LUX,Expenditure on environmental protection n.e.c.,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENO_G14,Expenditure on Environmental Protection Not Elsewhere Classified,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Environmental Protection Not Elsewhere Classified [2014 Manual]",Percent of GDP,0.0280038501231283,0.0428856076207034,0.0431839368642775,0.0389293702203253,0.0385485331408176,0.0366039125630971,0.0390208607641796,0.0374781825572035,0.0380826186239394,0.0374863524905586,0.0447772128041451,0.0318855669005336,0.029064950993577,0.0274282297278159,0.0301651048639,0.036933331342184,0.0300129503969679,0.029991770965336,0.0332068086753621,0.0309065437817615,0.0312393764032751,0.0328137758077686,0.0369625252797271,0.0342530194111545,0.0484000982423437,0.0556755998316262,
850,Luxembourg,LU,LUX,Expenditure on environmental protection R&D,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENR_G14,Expenditure on Environmental Protection R&D,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, R&D Environmental Protection [2014 Manual]",Domestic Currency,0,124000,124000,260000,297000,299000,356000,446000,424000,401000,439000,457000,454000,464000,867000,909000,972000,983000,1101000,1196000,1311000,736000,744000,763000,1067000,1136000,
851,Luxembourg,LU,LUX,Expenditure on environmental protection R&D,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENR_G14,Expenditure on Environmental Protection R&D,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, R&D Environmental Protection [2014 Manual]",Percent of GDP,0,0.000786542722225591,0.000756649451910471,0.00149595569868232,0.00149639450304834,0.00129552200004333,0.00149756645451142,0.00177727479218637,0.00161907453088843,0.00143544951763885,0.00146182765085295,0.00135173507175731,0.0012211260180533,0.00121693426981321,0.00234473246521439,0.00226244343891403,0.00225184004522214,0.00222841351919315,0.00236776739534834,0.00240043031125312,0.00251797248476444,0.00134142073953109,0.00130952946705319,0.00127054223678711,0.00167988110157377,0.00177104282618524,
852,Luxembourg,LU,LUX,Expenditure on pollution abatement,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENP_G14,Expenditure on Pollution Abatement,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Pollution Abatement [2014 Manual]",Domestic Currency,14011000,13307000,17404000,22740000,23901000,14810000,30315000,15646000,17648000,17212000,20387000,20096000,24137000,25254000,53523000,61577000,43005000,46126000,66362000,69284000,80718000,26323000,64882000,77852000,88043000,155135000,
853,Luxembourg,LU,LUX,Expenditure on pollution abatement,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENP_G14,Expenditure on Pollution Abatement,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Pollution Abatement [2014 Manual]",Percent of GDP,0.0929107137284277,0.0844074516504511,0.10619941178266,0.130838586877061,0.120421969755415,0.0641695010723803,0.127524514237398,0.0623480748846365,0.067390158776224,0.0616133593456355,0.067886743321046,0.0594408490197702,0.0649214068232433,0.0662337457971182,0.144748691736644,0.153261253727183,0.0996300217538869,0.104565414024723,0.142715513070033,0.139056365957242,0.155031047311378,0.0479758398460282,0.114200122152345,0.129638603169528,0.13861459402611,0.241858035950922,
854,Luxembourg,LU,LUX,Expenditure on waste management,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENM_G14,Expenditure on Waste Management,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Waste Management [2014 Manual]",Domestic Currency,67531000,79689000,61155000,64403000,64267000,66795000,71563000,76229000,75654000,80244000,82992000,83083000,84157000,87766000,94091000,95730000,98538000,101979000,88560000,87983000,93797000,102373000,95985000,101442000,107705000,121896000,
855,Luxembourg,LU,LUX,Expenditure on waste management,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENM_G14,Expenditure on Waste Management,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Waste Management [2014 Manual]",Percent of GDP,0.447816245007098,0.505474217672864,0.373168526061168,0.370553980239375,0.323800624671405,0.289412682250482,0.301040303888204,0.303766547384696,0.28889024660338,0.287247409210503,0.276355353985395,0.245746619183398,0.226357494055752,0.230184166216436,0.254461617513826,0.238265908038768,0.228283759646192,0.231181467216478,0.190453660792052,0.176586170631257,0.180151232001106,0.186583240989152,0.168945142332124,0.168920505352763,0.169570378673854,0.190037884102708,
856,Luxembourg,LU,LUX,Expenditure on waste water management,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENW_G14,Expenditure on Waste Water Management,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Waste Water Management [2014 Manual]",Domestic Currency,50057000,49471000,52040000,52292000,61278000,65514000,78299000,77458000,89058000,77671000,100598000,98569000,119380000,132360000,144052000,125430000,145407000,156343000,164667000,176616000,179413000,198686000,237120000,272985000,260334000,294654000,
857,Luxembourg,LU,LUX,Expenditure on waste water management,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENW_G14,Expenditure on Waste Water Management,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Waste Water Management [2014 Manual]",Percent of GDP,0.331941445800008,0.313798830735663,0.31754868933404,0.3008712130596,0.30874095069965,0.283862302042939,0.329376280398285,0.308664015365856,0.340074385782693,0.278036906445204,0.334981635582017,0.291551803693757,0.321096969240535,0.347140991276889,0.389577163874353,0.312187327330018,0.336865540592197,0.354422029329821,0.35412638845579,0.354476922953412,0.344589624263191,0.362121631867491,0.417359714015662,0.454572703157705,0.409868947232526,0.459370469108087,
858,"Madagascar, Rep. of",MG,MDG,Expenditure on biodiversity & landscape protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENB_G14,Expenditure on Biodiversity & Landscape Protection,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Protection of Biodiversity and Landscape [2014 Manual]",Domestic Currency,,,,,,,0,,,,,,,,,,,,,,,,,,,,
859,"Madagascar, Rep. of",MG,MDG,Expenditure on biodiversity & landscape protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENB_G14,Expenditure on Biodiversity & Landscape Protection,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Protection of Biodiversity and Landscape [2014 Manual]",Percent of GDP,,,,,,,0,,,,,,,,,,,,,,,,,,,,
860,"Madagascar, Rep. of",MG,MDG,Expenditure on environment protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GEN_G14,Environmental Protection Expenditures,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection [2014 Manual]",Domestic Currency,,,,,,,0,33740000000,,,,,,,,,,,,,,,,,,,
861,"Madagascar, Rep. of",MG,MDG,Expenditure on environment protection,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GEN_G14,Environmental Protection Expenditures,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection [2014 Manual]",Percent of GDP,,,,,,,0,0.461400581135472,,,,,,,,,,,,,,,,,,,
862,"Madagascar, Rep. of",MG,MDG,Expenditure on environmental protection n.e.c.,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENO_G14,Expenditure on Environmental Protection Not Elsewhere Classified,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Environmental Protection Not Elsewhere Classified [2014 Manual]",Domestic Currency,,,,,,,0,,,,,,,,,,,,,,,,,,,,
863,"Madagascar, Rep. of",MG,MDG,Expenditure on environmental protection n.e.c.,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENO_G14,Expenditure on Environmental Protection Not Elsewhere Classified,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Environmental Protection Not Elsewhere Classified [2014 Manual]",Percent of GDP,,,,,,,0,,,,,,,,,,,,,,,,,,,,
864,"Madagascar, Rep. of",MG,MDG,Expenditure on environmental protection R&D,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENR_G14,Expenditure on Environmental Protection R&D,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, R&D Environmental Protection [2014 Manual]",Domestic Currency,,,,,,,0,,,,,,,,,,,,,,,,,,,,
865,"Madagascar, Rep. of",MG,MDG,Expenditure on environmental protection R&D,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENR_G14,Expenditure on Environmental Protection R&D,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, R&D Environmental Protection [2014 Manual]",Percent of GDP,,,,,,,0,,,,,,,,,,,,,,,,,,,,
866,"Madagascar, Rep. of",MG,MDG,Expenditure on pollution abatement,"International Monetary Fund (IMF), Statistics Department. 2021. Government Finance Statistics (GFS) Database. https://data.imf.org/?sk=a0867067-d23c-4ebc-ad23-d3b015045405. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",GENP_G14,Expenditure on Pollution Abatement,"Government and Public Sector Finance, Expenditure By Cofog, [Sector], Environmental Protection, Pollution Abatement [2014 Manual]",Domestic Currency,,,,,,,0,,,,,,,,,,,,,,,,,,,,
