Country,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020
United States,0.180743387,0.290389641,0.215332008,0.172770123,0.180619782,0.205426557,0.219308686,0.235658463,0.208931353,0.286703416,0.169037063
