ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Industry,Gas_Type,Scale,F2010Q1,F2010Q2,F2010Q3,F2010Q4,F2011Q1,F2011Q2,F2011Q3,F2011Q4,F2012Q1,F2012Q2,F2012Q3,F2012Q4,F2013Q1,F2013Q2,F2013Q3,F2013Q4,F2014Q1,F2014Q2,F2014Q3,F2014Q4,F2015Q1,F2015Q2,F2015Q3,F2015Q4,F2016Q1,F2016Q2,F2016Q3,F2016Q4,F2017Q1,F2017Q2,F2017Q3,F2017Q4,F2018Q1,F2018Q2,F2018Q3,F2018Q4,F2019Q1,F2019Q2,F2019Q3,F2019Q4,F2020Q1,F2020Q2,F2020Q3,F2020Q4,F2021Q1,F2021Q2,F2021Q3,F2021Q4,F2022Q1,F2022Q2
372,Eastern Europe,,NAEE,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363. Accessed on 2022-11-07; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Fluorinated gases,Units,0.432055016,0.458215784,0.487643776,0.52533657,0.57170952,0.620033433,0.643276732,0.6685619,0.727548033,0.752262738,0.793418026,0.806053087,0.832910273,0.881468626,0.8796419,0.962920181,0.941203832,0.985537123,1.005980675,1.066592781,1.085992544,1.093697,1.123142512,1.120598244,1.146506012,1.178796094,1.222014084,1.266128376,1.302922173,1.349305269,1.400367769,1.400875605,1.467777979,1.511073364,1.510877396,1.521030521,1.512606263,1.549772455,1.60819216,1.631885985,1.692603741,1.53028151,1.708494468,1.747892147,1.724906271,1.733010761,1.752919544,1.822017114,1.734837421,1.796583969
373,Eastern Europe,,NAEE,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363. Accessed on 2022-11-07; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Greenhouse gas,Units,90.09977362,90.97742667,94.50818328,93.41709139,92.78305463,92.33269905,91.67808855,92.89681689,92.65084546,90.21024106,89.67291591,91.84161122,94.27519997,94.07999912,99.63820623,93.75895617,92.47769526,94.27226208,94.81969875,95.27579673,96.48069704,99.41146322,98.2568061,97.62175499,97.6295847,96.84983619,98.1076842,102.5869262,102.8049113,103.9947794,109.9673336,107.4639885,112.9777572,106.1912021,112.3997437,115.1087441,114.8653249,113.8190241,112.5379261,106.542118,100.3522274,94.97255566,92.36259559,93.70349068,98.21403508,103.9876258,104.2561759,104.674419,103.3517426,102.117133
374,Eastern Europe,,NAEE,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363. Accessed on 2022-11-07; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Methane,Units,2.387469907,2.368095881,2.352440987,2.338486008,2.312618802,2.285656124,2.270816969,2.287506082,2.332606881,2.339689379,2.33772649,2.313808241,2.279781786,2.273507654,2.234736052,2.186003506,2.127438222,2.073505924,2.046547323,2.034668731,2.021479513,2.025672104,2.051614504,2.061079306,2.02125574,2.042026356,2.027932306,2.03914192,2.046962954,2.038408064,2.026475219,2.022252104,2.018350545,2.006616166,1.996429487,1.977721797,1.961366459,1.94551431,1.905775449,1.828710786,1.731715848,1.518750586,1.556466401,1.544009104,1.572498484,1.618882639,1.665911748,1.705992629,1.732743552,1.746706811
375,Eastern Europe,,NAEE,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363. Accessed on 2022-11-07; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Nitrous oxide,Units,0.921403933,0.930683869,0.931841142,0.931251183,0.912545068,0.901905532,0.88600075,0.873426002,0.876382753,0.867214283,0.857671118,0.848106071,0.842401703,0.840509662,0.840389978,0.832361778,0.809096551,0.811030477,0.800242088,0.797477341,0.788463085,0.754555711,0.747084764,0.730073265,0.669915906,0.651984875,0.619509923,0.6357271,0.634580487,0.642096906,0.648315788,0.632255131,0.647778996,0.648934789,0.638643038,0.648333868,0.668559895,0.680876601,0.680688046,0.671794862,0.632982906,0.588315291,0.604853667,0.603894626,0.617053733,0.63154562,0.634708074,0.642982472,0.635801706,0.635840118
376,Eastern Europe,,NAEE,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363. Accessed on 2022-11-07; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Industry and Households,Carbon dioxide,Units,652.4518101,658.4538269,669.3757051,672.1973883,676.8908634,677.0600915,675.0367894,689.9871043,685.7159173,675.2752667,674.2118662,667.0554177,652.8429684,651.4821884,656.1254506,650.4590419,645.126487,644.9454063,636.6470188,632.057584,629.0293422,633.0675028,636.9875841,634.489792,629.0688453,635.8732892,638.850924,647.5722307,649.078361,652.116254,652.7282041,647.0342737,664.7697942,657.1423638,661.2569264,663.2319715,654.4479314,658.869466,652.1561808,639.1523079,632.3461913,597.2888447,620.1174005,627.2207989,638.9421041,668.8578154,673.2162549,683.5234794,682.660366,675.945372
377,Eastern Europe,,NAEE,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363. Accessed on 2022-11-07; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Industry and Households,Fluorinated gases,Units,7.868286381,7.754432715,7.53247719,7.28894271,6.95031699,6.994703086,7.269850479,8.119729537,9.381471443,10.23887409,10.77925138,11.24071071,11.4358279,11.67664927,11.75285735,11.7560764,11.85015739,11.78166061,11.67210274,11.63850564,11.3381877,11.17986248,11.15125498,11.10526902,10.87569967,11.06838171,11.5053137,12.29519341,13.23411841,14.01544025,14.73658874,15.20929934,16.01667158,16.25011661,15.90214921,15.33324179,14.35269013,14.12612906,14.05633775,14.33335886,15.16549767,14.73648518,15.7805877,16.09043448,16.04020023,16.32959323,16.25743378,16.26693335,16.05683616,16.05377255
378,Eastern Europe,,NAEE,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363. Accessed on 2022-11-07; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Industry and Households,Greenhouse gas,Units,826.9879792,833.4024739,845.4409218,849.4757238,855.523867,856.5047218,853.3464876,868.7456149,866.2338889,854.3977043,852.3676254,846.0523859,832.2363791,830.9329631,838.3226565,828.0885545,823.2850513,822.8112167,813.2584987,807.9936163,801.6636046,807.6227091,810.2688548,809.5037008,804.1111471,811.3021346,816.0853308,826.9461918,827.6402606,833.4875253,834.5565831,828.8376092,851.386566,843.003864,847.357688,850.3821587,839.549946,844.5727768,839.5257718,824.4278632,818.219618,780.070987,803.6158228,813.8969135,827.2255247,861.2764507,866.865866,876.9616014,875.8157802,868.6275115
379,Eastern Europe,,NAEE,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363. Accessed on 2022-11-07; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Industry and Households,Methane,Units,126.7273574,127.4698752,127.8763666,128.252504,128.3022361,128.8751192,127.7346152,127.5172879,128.854826,126.9712441,125.7126316,125.9003216,124.9617646,124.6853965,125.8494103,122.2823132,122.8485352,122.2709388,121.0125396,120.6104698,118.510276,119.5271046,118.8093496,119.852102,119.0978079,119.0414286,119.8381138,120.7309214,119.7671329,120.9342386,120.9381318,120.4625339,123.1808843,123.1363748,123.5910012,124.1773812,123.3870997,124.2323812,124.6217744,123.767815,123.5731661,120.3912517,120.2082463,122.5105025,123.8150316,127.0556658,127.5968914,127.6460813,127.8723996,127.4795321
380,Eastern Europe,,NAEE,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363. Accessed on 2022-11-07; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Industry and Households,Nitrous oxide,Units,39.94052538,39.72433908,40.65637296,41.73688881,43.38045051,43.57480809,43.30523252,43.12149312,42.28167415,41.91231934,41.66387619,41.85593587,42.99581824,43.0887289,44.59493824,43.59112302,43.45987165,43.81321093,43.92683758,43.68705691,42.78579872,43.84823922,43.32066615,44.05653777,45.06879417,45.31903498,45.89097932,46.34784629,45.56064831,46.4215925,46.15365837,46.13150225,47.41921586,46.47500878,46.60761123,47.6395642,47.36222479,47.34480051,48.69147887,47.1743814,47.13476285,47.65440544,47.50958822,48.07517765,48.42818875,49.03337631,49.79528591,49.52510734,49.22617839,49.14883489
381,Eastern Europe,,NAEE,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363. Accessed on 2022-11-07; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Transportation and Storage,Carbon dioxide,Units,58.53220461,59.24586157,60.2420713,61.37364898,61.51021089,62.11172448,61.87616887,61.2129057,58.93993031,57.70168801,56.76351763,56.84546168,57.00028383,57.26849088,57.75383263,57.7629971,58.27484161,58.43236958,59.31613001,60.20539243,62.23019756,62.67467929,62.32916259,61.83083629,60.18142722,59.5185839,60.06691618,60.69818367,60.93196839,61.91814231,62.31075656,62.77427433,63.08412175,62.95160309,62.33630553,62.03153585,61.74711081,61.1491038,59.81837255,57.78466095,54.70823417,49.0500892,50.28453376,49.89835228,51.59199222,54.75741458,56.45576568,56.94112959,57.90180773,57.57109249
382,Eastern Europe,,NAEE,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363. Accessed on 2022-11-07; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Transportation and Storage,Fluorinated gases,Units,0.543955561,0.56047414,0.569317119,0.592675926,0.614382616,0.653261911,0.651650593,0.789234139,0.772950753,0.80091119,0.798002331,0.832762321,0.89515378,0.912820669,0.920639667,0.944484239,0.995141517,1.011809968,1.015514545,1.052086251,1.048495943,1.063648044,1.080707364,1.117264116,1.122605976,1.150717179,1.165371641,1.189606619,1.233449948,1.249617875,1.258414021,1.281757442,1.338739155,1.365698575,1.378908396,1.403873045,1.444334587,1.47117308,1.487942126,1.504670344,1.535575703,1.491280572,1.565473651,1.61438093,1.578207444,1.64094864,1.647371879,1.679953057,1.67578984,1.670260541
